simulation,tracer sample,redshift,mass Msol/h,Halo mass function,error
midres,subhalos,0.47,2.43531E+11,1.65E-05,1.30E-07
midres,subhalos,0.47,2.73511E+11,0.000808414,9.09E-07
midres,subhalos,0.47,3.07181E+11,0.000928554,9.74E-07
midres,subhalos,0.47,3.44997E+11,0.001171329,1.09E-06
midres,subhalos,0.47,3.87468E+11,0.001537907,1.25E-06
midres,subhalos,0.47,4.35167E+11,0.002522952,1.61E-06
midres,subhalos,0.47,4.88737E+11,0.008735991,2.99E-06
midres,subhalos,0.47,5.48903E+11,0.011495786,3.43E-06
midres,subhalos,0.47,6.16476E+11,0.010090524,3.21E-06
midres,subhalos,0.47,6.92367E+11,0.009403895,3.10E-06
midres,subhalos,0.47,7.776E+11,0.008337933,2.92E-06
midres,subhalos,0.47,8.73326E+11,0.007699249,2.80E-06
midres,subhalos,0.47,9.80837E+11,0.006966742,2.67E-06
midres,subhalos,0.47,1.10158E+12,0.006105164,2.50E-06
midres,subhalos,0.47,1.23719E+12,0.005505944,2.37E-06
midres,subhalos,0.47,1.3895E+12,0.005008031,2.26E-06
midres,subhalos,0.47,1.56055E+12,0.004443621,2.13E-06
midres,subhalos,0.47,1.75266E+12,0.004023379,2.03E-06
midres,subhalos,0.47,1.96842E+12,0.003626969,1.92E-06
midres,subhalos,0.47,2.21074E+12,0.003316234,1.84E-06
midres,subhalos,0.47,2.48289E+12,0.003023903,1.76E-06
midres,subhalos,0.47,2.78855E+12,0.00272095,1.67E-06
midres,subhalos,0.47,3.13183E+12,0.002459384,1.58E-06
midres,subhalos,0.47,3.51737E+12,0.002207493,1.50E-06
midres,subhalos,0.47,3.95038E+12,0.001976858,1.42E-06
midres,subhalos,0.47,4.43669E+12,0.001759471,1.34E-06
midres,subhalos,0.47,4.98286E+12,0.001561126,1.26E-06
midres,subhalos,0.47,5.59628E+12,0.001384501,1.19E-06
midres,subhalos,0.47,6.2852E+12,0.001220999,1.12E-06
midres,subhalos,0.47,7.05894E+12,0.001078435,1.05E-06
midres,subhalos,0.47,7.92793E+12,0.000949301,9.85E-07
midres,subhalos,0.47,8.90389E+12,0.000838053,9.25E-07
midres,subhalos,0.47,1E+13,0.000737116,8.68E-07
midres,subhalos,0.47,1.1231E+13,0.000647626,8.13E-07
midres,subhalos,0.47,1.26136E+13,0.00056837,7.62E-07
midres,subhalos,0.47,1.41664E+13,0.000494618,7.11E-07
midres,subhalos,0.47,1.59104E+13,0.000426555,6.60E-07
midres,subhalos,0.47,1.7869E+13,0.000368557,6.13E-07
midres,subhalos,0.47,2.00688E+13,0.000316146,5.68E-07
midres,subhalos,0.47,2.25393E+13,0.000270885,5.26E-07
midres,subhalos,0.47,2.5314E+13,0.000231154,4.86E-07
midres,subhalos,0.47,2.84303E+13,0.000196954,4.48E-07
midres,subhalos,0.47,3.19302E+13,0.000167445,4.14E-07
midres,subhalos,0.47,3.5861E+13,0.00014095,3.79E-07
midres,subhalos,0.47,4.02756E+13,0.00011958,3.49E-07
midres,subhalos,0.47,4.52337E+13,0.000100664,3.21E-07
midres,subhalos,0.47,5.08022E+13,8.51E-05,2.95E-07
midres,subhalos,0.47,5.70562E+13,7.09E-05,2.69E-07
midres,subhalos,0.47,6.408E+13,5.92E-05,2.46E-07
midres,subhalos,0.47,7.19686E+13,4.90E-05,2.24E-07
midres,subhalos,0.47,8.08282E+13,4.05E-05,2.03E-07
midres,subhalos,0.47,9.07785E+13,3.33E-05,1.84E-07
midres,subhalos,0.47,1.01954E+14,2.75E-05,1.67E-07
midres,subhalos,0.47,1.14505E+14,2.20E-05,1.50E-07
midres,subhalos,0.47,1.28601E+14,1.78E-05,1.35E-07
midres,subhalos,0.47,1.44432E+14,1.43E-05,1.21E-07
midres,subhalos,0.47,1.62212E+14,1.11E-05,1.07E-07
midres,subhalos,0.47,1.82181E+14,8.85E-06,9.50E-08
midres,subhalos,0.47,2.04609E+14,6.82E-06,8.34E-08
midres,subhalos,0.47,2.29797E+14,5.13E-06,7.23E-08
midres,subhalos,0.47,2.58086E+14,4.05E-06,6.43E-08
midres,subhalos,0.47,2.89858E+14,2.97E-06,5.51E-08
midres,subhalos,0.47,3.25541E+14,2.13E-06,4.66E-08
midres,subhalos,0.47,3.65616E+14,1.55E-06,3.98E-08
midres,subhalos,0.47,4.10625E+14,1.07E-06,3.31E-08
midres,subhalos,0.47,4.61175E+14,7.34E-07,2.74E-08
midres,subhalos,0.47,5.17947E+14,5.20E-07,2.30E-08
midres,subhalos,0.47,5.81709E+14,3.38E-07,1.86E-08
midres,subhalos,0.47,6.5332E+14,2.28E-07,1.52E-08
midres,subhalos,0.47,7.33747E+14,1.59E-07,1.28E-08
midres,subhalos,0.47,8.24074E+14,8.78E-08,9.47E-09
midres,subhalos,0.47,9.25522E+14,4.80E-08,7.00E-09
midres,subhalos,0.47,1.03946E+15,2.35E-08,4.90E-09
midres,subhalos,0.47,1.16742E+15,1.84E-08,4.33E-09
midres,subhalos,0.47,1.31113E+15,9.19E-09,3.06E-09
midres,subhalos,0.47,1.47254E+15,6.13E-09,2.50E-09
midres,subhalos,0.47,1.65382E+15,0,0
midres,subhalos,0.47,1.85741E+15,1.02E-09,1.02E-09
midres,subhalos,0.47,2.08606E+15,0,0
midres,subhalos,0.47,2.34287E+15,0,0
midres,subhalos,0.47,2.63129E+15,0,0
midres,subhalos,0.47,2.95521E+15,0,0
midres,subhalos,0.47,3.31901E+15,0,0
midres,subhalos,0.47,3.72759E+15,0,0
midres,subhalos,0.47,4.18648E+15,0,0
midres,subhalos,0.47,4.70185E+15,0,0
midres,subhalos,0.47,5.28067E+15,0,0
midres,subhalos,0.47,5.93074E+15,0,0
midres,subhalos,0.47,6.66085E+15,0,0
midres,subhalos,0.47,7.48083E+15,0,0
midres,subhalos,0.47,8.40175E+15,0,0
midres,subhalos,0.47,9.43604E+15,0,0
midres,subhalos,0.67,10597662487,1.30E-07,1.15E-08
midres,subhalos,0.67,11902282448,1.82E-07,1.36E-08
midres,subhalos,0.67,13367506999,1.82E-07,1.36E-08
midres,subhalos,0.67,15013107289,2.07E-07,1.45E-08
midres,subhalos,0.67,16861288383,2.25E-07,1.51E-08
midres,subhalos,0.67,18936988890,2.40E-07,1.57E-08
midres,subhalos,0.67,21268217473,3.35E-07,1.85E-08
midres,subhalos,0.67,23886430790,7.83E-07,2.83E-08
midres,subhalos,0.67,26826957953,7.65E-07,2.79E-08
midres,subhalos,0.67,30129477247,8.23E-07,2.90E-08
midres,subhalos,0.67,33838551534,1.01E-06,3.21E-08
midres,subhalos,0.67,38004229564,1.48E-06,3.88E-08
midres,subhalos,0.67,42682721312,1.56E-06,4.00E-08
midres,subhalos,0.67,47937156456,1.79E-06,4.28E-08
midres,subhalos,0.67,53838436220,2.15E-06,4.68E-08
midres,subhalos,0.67,60466190091,2.50E-06,5.05E-08
midres,subhalos,0.67,67909850300,2.71E-06,5.26E-08
midres,subhalos,0.67,76269858590,3.23E-06,5.74E-08
midres,subhalos,0.67,85659021537,3.64E-06,6.10E-08
midres,subhalos,0.67,96204032711,4.41E-06,6.71E-08
midres,subhalos,0.67,1.08047E+11,5.09E-06,7.21E-08
midres,subhalos,0.67,1.21348E+11,5.81E-06,7.70E-08
midres,subhalos,0.67,1.36287E+11,6.85E-06,8.36E-08
midres,subhalos,0.67,1.53064E+11,8.24E-06,9.17E-08
midres,subhalos,0.67,1.71907E+11,9.22E-06,9.70E-08
midres,subhalos,0.67,1.9307E+11,1.10E-05,1.06E-07
midres,subhalos,0.67,2.16838E+11,1.25E-05,1.13E-07
midres,subhalos,0.67,2.43531E+11,1.55E-05,1.26E-07
midres,subhalos,0.67,2.73511E+11,0.000609336,7.89E-07
midres,subhalos,0.67,3.07181E+11,0.00079908,9.03E-07
midres,subhalos,0.67,3.44997E+11,0.001014412,1.02E-06
midres,subhalos,0.67,3.87468E+11,0.001349891,1.17E-06
midres,subhalos,0.67,4.35167E+11,0.002328339,1.54E-06
midres,subhalos,0.67,4.88737E+11,0.008447051,2.94E-06
midres,subhalos,0.67,5.48903E+11,0.011280123,3.39E-06
midres,subhalos,0.67,6.16476E+11,0.009888082,3.18E-06
midres,subhalos,0.67,6.92367E+11,0.009185751,3.06E-06
midres,subhalos,0.67,7.776E+11,0.008129316,2.88E-06
midres,subhalos,0.67,8.73326E+11,0.007495712,2.77E-06
midres,subhalos,0.67,9.80837E+11,0.006753397,2.63E-06
midres,subhalos,0.67,1.10158E+12,0.00588799,2.45E-06
midres,subhalos,0.67,1.23719E+12,0.005265337,2.32E-06
midres,subhalos,0.67,1.3895E+12,0.004837378,2.22E-06
midres,subhalos,0.67,1.56055E+12,0.004296931,2.09E-06
midres,subhalos,0.67,1.75266E+12,0.003883578,1.99E-06
midres,subhalos,0.67,1.96842E+12,0.003482612,1.89E-06
midres,subhalos,0.67,2.21074E+12,0.003165468,1.80E-06
midres,subhalos,0.67,2.48289E+12,0.002864358,1.71E-06
midres,subhalos,0.67,2.78855E+12,0.00256622,1.62E-06
midres,subhalos,0.67,3.13183E+12,0.002307454,1.54E-06
midres,subhalos,0.67,3.51737E+12,0.002055848,1.45E-06
midres,subhalos,0.67,3.95038E+12,0.001829855,1.37E-06
midres,subhalos,0.67,4.43669E+12,0.00161781,1.29E-06
midres,subhalos,0.67,4.98286E+12,0.00142853,1.21E-06
midres,subhalos,0.67,5.59628E+12,0.001258125,1.13E-06
midres,subhalos,0.67,6.2852E+12,0.001102376,1.06E-06
midres,subhalos,0.67,7.05894E+12,0.000967595,9.94E-07
midres,subhalos,0.67,7.92793E+12,0.000844277,9.29E-07
midres,subhalos,0.67,8.90389E+12,0.000742954,8.71E-07
midres,subhalos,0.67,1E+13,0.000647574,8.13E-07
midres,subhalos,0.67,1.1231E+13,0.000562832,7.58E-07
midres,subhalos,0.67,1.26136E+13,0.000487034,7.05E-07
midres,subhalos,0.67,1.41664E+13,0.000418795,6.54E-07
midres,subhalos,0.67,1.59104E+13,0.000360073,6.06E-07
midres,subhalos,0.67,1.7869E+13,0.000306496,5.59E-07
midres,subhalos,0.67,2.00688E+13,0.000259844,5.15E-07
midres,subhalos,0.67,2.25393E+13,0.000220819,4.75E-07
midres,subhalos,0.67,2.5314E+13,0.000185844,4.36E-07
midres,subhalos,0.67,2.84303E+13,0.00015558,3.99E-07
midres,subhalos,0.67,3.19302E+13,0.000131043,3.66E-07
midres,subhalos,0.67,3.5861E+13,0.000108573,3.33E-07
midres,subhalos,0.67,4.02756E+13,9.05E-05,3.04E-07
midres,subhalos,0.67,4.52337E+13,7.53E-05,2.77E-07
midres,subhalos,0.67,5.08022E+13,6.25E-05,2.53E-07
midres,subhalos,0.67,5.70562E+13,5.10E-05,2.28E-07
midres,subhalos,0.67,6.408E+13,4.18E-05,2.06E-07
midres,subhalos,0.67,7.19686E+13,3.38E-05,1.86E-07
midres,subhalos,0.67,8.08282E+13,2.76E-05,1.68E-07
midres,subhalos,0.67,9.07785E+13,2.22E-05,1.50E-07
midres,subhalos,0.67,1.01954E+14,1.75E-05,1.34E-07
midres,subhalos,0.67,1.14505E+14,1.39E-05,1.19E-07
midres,subhalos,0.67,1.28601E+14,1.06E-05,1.04E-07
midres,subhalos,0.67,1.44432E+14,8.30E-06,9.20E-08
midres,subhalos,0.67,1.62212E+14,6.32E-06,8.03E-08
midres,subhalos,0.67,1.82181E+14,4.86E-06,7.05E-08
midres,subhalos,0.67,2.04609E+14,3.54E-06,6.02E-08
midres,subhalos,0.67,2.29797E+14,2.60E-06,5.15E-08
midres,subhalos,0.67,2.58086E+14,1.95E-06,4.46E-08
midres,subhalos,0.67,2.89858E+14,1.40E-06,3.79E-08
midres,subhalos,0.67,3.25541E+14,9.34E-07,3.09E-08
midres,subhalos,0.67,3.65616E+14,6.28E-07,2.53E-08
midres,subhalos,0.67,4.10625E+14,4.27E-07,2.09E-08
midres,subhalos,0.67,4.61175E+14,2.70E-07,1.66E-08
midres,subhalos,0.67,5.17947E+14,1.76E-07,1.34E-08
midres,subhalos,0.67,5.81709E+14,1.25E-07,1.13E-08
midres,subhalos,0.67,6.5332E+14,6.84E-08,8.36E-09
midres,subhalos,0.67,7.33747E+14,3.68E-08,6.13E-09
midres,subhalos,0.67,8.24074E+14,2.25E-08,4.79E-09
midres,subhalos,0.67,9.25522E+14,1.23E-08,3.54E-09
midres,subhalos,0.67,1.03946E+15,5.11E-09,2.28E-09
midres,subhalos,0.67,1.16742E+15,2.04E-09,1.44E-09
midres,subhalos,0.67,1.31113E+15,1.02E-09,1.02E-09
midres,subhalos,0.67,1.47254E+15,0,0
midres,subhalos,0.67,1.65382E+15,1.02E-09,1.02E-09
midres,subhalos,0.67,1.85741E+15,0,0
midres,subhalos,0.67,2.08606E+15,0,0
midres,subhalos,0.67,2.34287E+15,0,0
midres,subhalos,0.67,2.63129E+15,0,0
midres,subhalos,0.67,2.95521E+15,0,0
midres,subhalos,0.67,3.31901E+15,0,0
midres,subhalos,0.67,3.72759E+15,0,0
midres,subhalos,0.67,4.18648E+15,0,0
midres,subhalos,0.67,4.70185E+15,0,0
midres,subhalos,0.67,5.28067E+15,0,0
midres,subhalos,0.67,5.93074E+15,0,0
midres,subhalos,0.67,6.66085E+15,0,0
midres,subhalos,0.67,7.48083E+15,0,0
midres,subhalos,0.67,8.40175E+15,0,0
midres,subhalos,0.67,9.43604E+15,0,0
midres,subhalos,0.9,10597662487,5.31E-08,7.36E-09
midres,subhalos,0.9,11902282448,1.11E-07,1.07E-08
midres,subhalos,0.9,13367506999,8.88E-08,9.53E-09
midres,subhalos,0.9,15013107289,1.02E-07,1.02E-08
midres,subhalos,0.9,16861288383,1.14E-07,1.08E-08
midres,subhalos,0.9,18936988890,1.16E-07,1.09E-08
midres,subhalos,0.9,21268217473,1.87E-07,1.38E-08
midres,subhalos,0.9,23886430790,4.19E-07,2.07E-08
midres,subhalos,0.9,26826957953,4.94E-07,2.25E-08
midres,subhalos,0.9,30129477247,4.69E-07,2.19E-08
midres,subhalos,0.9,33838551534,6.20E-07,2.52E-08
midres,subhalos,0.9,38004229564,9.70E-07,3.15E-08
midres,subhalos,0.9,42682721312,9.98E-07,3.19E-08
midres,subhalos,0.9,47937156456,1.23E-06,3.54E-08
midres,subhalos,0.9,53838436220,1.44E-06,3.83E-08
midres,subhalos,0.9,60466190091,1.69E-06,4.16E-08
midres,subhalos,0.9,67909850300,1.96E-06,4.47E-08
midres,subhalos,0.9,76269858590,2.43E-06,4.98E-08
midres,subhalos,0.9,85659021537,2.83E-06,5.37E-08
midres,subhalos,0.9,96204032711,3.38E-06,5.88E-08
midres,subhalos,0.9,1.08047E+11,4.13E-06,6.50E-08
midres,subhalos,0.9,1.21348E+11,4.92E-06,7.09E-08
midres,subhalos,0.9,1.36287E+11,5.92E-06,7.78E-08
midres,subhalos,0.9,1.53064E+11,7.09E-06,8.51E-08
midres,subhalos,0.9,1.71907E+11,8.17E-06,9.13E-08
midres,subhalos,0.9,1.9307E+11,9.66E-06,9.93E-08
midres,subhalos,0.9,2.16838E+11,1.15E-05,1.08E-07
midres,subhalos,0.9,2.43531E+11,1.41E-05,1.20E-07
midres,subhalos,0.9,2.73511E+11,0.000419671,6.55E-07
midres,subhalos,0.9,3.07181E+11,0.000655846,8.18E-07
midres,subhalos,0.9,3.44997E+11,0.000844588,9.29E-07
midres,subhalos,0.9,3.87468E+11,0.001143281,1.08E-06
midres,subhalos,0.9,4.35167E+11,0.002080543,1.46E-06
midres,subhalos,0.9,4.88737E+11,0.008002225,2.86E-06
midres,subhalos,0.9,5.48903E+11,0.010867898,3.33E-06
midres,subhalos,0.9,6.16476E+11,0.00950997,3.12E-06
midres,subhalos,0.9,6.92367E+11,0.00881373,3.00E-06
midres,subhalos,0.9,7.776E+11,0.00776858,2.82E-06
midres,subhalos,0.9,8.73326E+11,0.007145148,2.70E-06
midres,subhalos,0.9,9.80837E+11,0.006416524,2.56E-06
midres,subhalos,0.9,1.10158E+12,0.005557768,2.38E-06
midres,subhalos,0.9,1.23719E+12,0.005048248,2.27E-06
midres,subhalos,0.9,1.3895E+12,0.004576584,2.16E-06
midres,subhalos,0.9,1.56055E+12,0.004056513,2.04E-06
midres,subhalos,0.9,1.75266E+12,0.003657666,1.93E-06
midres,subhalos,0.9,1.96842E+12,0.003261934,1.83E-06
midres,subhalos,0.9,2.21074E+12,0.002941532,1.73E-06
midres,subhalos,0.9,2.48289E+12,0.002641739,1.64E-06
midres,subhalos,0.9,2.78855E+12,0.002353914,1.55E-06
midres,subhalos,0.9,3.13183E+12,0.002095649,1.46E-06
midres,subhalos,0.9,3.51737E+12,0.001855363,1.38E-06
midres,subhalos,0.9,3.95038E+12,0.001640581,1.29E-06
midres,subhalos,0.9,4.43669E+12,0.001435553,1.21E-06
midres,subhalos,0.9,4.98286E+12,0.001259631,1.13E-06
midres,subhalos,0.9,5.59628E+12,0.001098292,1.06E-06
midres,subhalos,0.9,6.2852E+12,0.000954608,9.87E-07
midres,subhalos,0.9,7.05894E+12,0.000830583,9.21E-07
midres,subhalos,0.9,7.92793E+12,0.000721278,8.58E-07
midres,subhalos,0.9,8.90389E+12,0.000622704,7.97E-07
midres,subhalos,0.9,1E+13,0.000538789,7.42E-07
midres,subhalos,0.9,1.1231E+13,0.000462152,6.87E-07
midres,subhalos,0.9,1.26136E+13,0.000394493,6.35E-07
midres,subhalos,0.9,1.41664E+13,0.00033496,5.85E-07
midres,subhalos,0.9,1.59104E+13,0.000283695,5.38E-07
midres,subhalos,0.9,1.7869E+13,0.000239117,4.94E-07
midres,subhalos,0.9,2.00688E+13,0.000199485,4.51E-07
midres,subhalos,0.9,2.25393E+13,0.000166829,4.13E-07
midres,subhalos,0.9,2.5314E+13,0.000138324,3.76E-07
midres,subhalos,0.9,2.84303E+13,0.000113887,3.41E-07
midres,subhalos,0.9,3.19302E+13,9.35E-05,3.09E-07
midres,subhalos,0.9,3.5861E+13,7.70E-05,2.80E-07
midres,subhalos,0.9,4.02756E+13,6.30E-05,2.54E-07
midres,subhalos,0.9,4.52337E+13,5.11E-05,2.29E-07
midres,subhalos,0.9,5.08022E+13,4.12E-05,2.05E-07
midres,subhalos,0.9,5.70562E+13,3.31E-05,1.84E-07
midres,subhalos,0.9,6.408E+13,2.63E-05,1.64E-07
midres,subhalos,0.9,7.19686E+13,2.09E-05,1.46E-07
midres,subhalos,0.9,8.08282E+13,1.62E-05,1.29E-07
midres,subhalos,0.9,9.07785E+13,1.26E-05,1.14E-07
midres,subhalos,0.9,1.01954E+14,9.71E-06,9.96E-08
midres,subhalos,0.9,1.14505E+14,7.10E-06,8.51E-08
midres,subhalos,0.9,1.28601E+14,5.48E-06,7.48E-08
midres,subhalos,0.9,1.44432E+14,4.06E-06,6.44E-08
midres,subhalos,0.9,1.62212E+14,2.95E-06,5.49E-08
midres,subhalos,0.9,1.82181E+14,2.18E-06,4.72E-08
midres,subhalos,0.9,2.04609E+14,1.56E-06,3.99E-08
midres,subhalos,0.9,2.29797E+14,1.08E-06,3.33E-08
midres,subhalos,0.9,2.58086E+14,6.94E-07,2.66E-08
midres,subhalos,0.9,2.89858E+14,4.92E-07,2.24E-08
midres,subhalos,0.9,3.25541E+14,3.17E-07,1.80E-08
midres,subhalos,0.9,3.65616E+14,2.12E-07,1.47E-08
midres,subhalos,0.9,4.10625E+14,1.21E-07,1.11E-08
midres,subhalos,0.9,4.61175E+14,7.56E-08,8.78E-09
midres,subhalos,0.9,5.17947E+14,4.39E-08,6.70E-09
midres,subhalos,0.9,5.81709E+14,2.25E-08,4.79E-09
midres,subhalos,0.9,6.5332E+14,8.17E-09,2.89E-09
midres,subhalos,0.9,7.33747E+14,6.13E-09,2.50E-09
midres,subhalos,0.9,8.24074E+14,3.06E-09,1.77E-09
midres,subhalos,0.9,9.25522E+14,3.06E-09,1.77E-09
midres,subhalos,0.9,1.03946E+15,0,0
midres,subhalos,0.9,1.16742E+15,0,0
midres,subhalos,0.9,1.31113E+15,0,0
midres,subhalos,0.9,1.47254E+15,0,0
midres,subhalos,0.9,1.65382E+15,0,0
midres,subhalos,0.9,1.85741E+15,0,0
midres,subhalos,0.9,2.08606E+15,0,0
midres,subhalos,0.9,2.34287E+15,0,0
midres,subhalos,0.9,2.63129E+15,0,0
midres,subhalos,0.9,2.95521E+15,0,0
midres,subhalos,0.9,3.31901E+15,0,0
midres,subhalos,0.9,3.72759E+15,0,0
midres,subhalos,0.9,4.18648E+15,0,0
midres,subhalos,0.9,4.70185E+15,0,0
midres,subhalos,0.9,5.28067E+15,0,0
midres,subhalos,0.9,5.93074E+15,0,0
midres,subhalos,0.9,6.66085E+15,0,0
midres,subhalos,0.9,7.48083E+15,0,0
midres,subhalos,0.9,8.40175E+15,0,0
midres,subhalos,0.9,9.43604E+15,0,0
midres,subhalos,1.18,10597662487,3.37E-08,5.87E-09
midres,subhalos,1.18,11902282448,3.57E-08,6.04E-09
midres,subhalos,1.18,13367506999,5.21E-08,7.29E-09
midres,subhalos,1.18,15013107289,6.64E-08,8.23E-09
midres,subhalos,1.18,16861288383,6.43E-08,8.11E-09
midres,subhalos,1.18,18936988890,7.05E-08,8.48E-09
midres,subhalos,1.18,21268217473,1.13E-07,1.08E-08
midres,subhalos,1.18,23886430790,1.95E-07,1.41E-08
midres,subhalos,1.18,26826957953,2.63E-07,1.64E-08
midres,subhalos,1.18,30129477247,2.86E-07,1.71E-08
midres,subhalos,1.18,33838551534,3.95E-07,2.01E-08
midres,subhalos,1.18,38004229564,6.00E-07,2.48E-08
midres,subhalos,1.18,42682721312,5.96E-07,2.47E-08
midres,subhalos,1.18,47937156456,7.74E-07,2.81E-08
midres,subhalos,1.18,53838436220,9.65E-07,3.14E-08
midres,subhalos,1.18,60466190091,1.18E-06,3.46E-08
midres,subhalos,1.18,67909850300,1.40E-06,3.78E-08
midres,subhalos,1.18,76269858590,1.78E-06,4.27E-08
midres,subhalos,1.18,85659021537,2.18E-06,4.72E-08
midres,subhalos,1.18,96204032711,2.73E-06,5.28E-08
midres,subhalos,1.18,1.08047E+11,3.31E-06,5.81E-08
midres,subhalos,1.18,1.21348E+11,4.22E-06,6.56E-08
midres,subhalos,1.18,1.36287E+11,4.96E-06,7.12E-08
midres,subhalos,1.18,1.53064E+11,5.94E-06,7.79E-08
midres,subhalos,1.18,1.71907E+11,7.07E-06,8.50E-08
midres,subhalos,1.18,1.9307E+11,8.39E-06,9.26E-08
midres,subhalos,1.18,2.16838E+11,1.00E-05,1.01E-07
midres,subhalos,1.18,2.43531E+11,1.25E-05,1.13E-07
midres,subhalos,1.18,2.73511E+11,0.00025062,5.06E-07
midres,subhalos,1.18,3.07181E+11,0.000494309,7.10E-07
midres,subhalos,1.18,3.44997E+11,0.000661211,8.22E-07
midres,subhalos,1.18,3.87468E+11,0.000919412,9.69E-07
midres,subhalos,1.18,4.35167E+11,0.00177074,1.34E-06
midres,subhalos,1.18,4.88737E+11,0.007311232,2.73E-06
midres,subhalos,1.18,5.48903E+11,0.010157791,3.22E-06
midres,subhalos,1.18,6.16476E+11,0.008853118,3.01E-06
midres,subhalos,1.18,6.92367E+11,0.008172235,2.89E-06
midres,subhalos,1.18,7.776E+11,0.007183026,2.71E-06
midres,subhalos,1.18,8.73326E+11,0.006574369,2.59E-06
midres,subhalos,1.18,9.80837E+11,0.005879079,2.45E-06
midres,subhalos,1.18,1.10158E+12,0.005088362,2.28E-06
midres,subhalos,1.18,1.23719E+12,0.004615568,2.17E-06
midres,subhalos,1.18,1.3895E+12,0.004159153,2.06E-06
midres,subhalos,1.18,1.56055E+12,0.003672663,1.94E-06
midres,subhalos,1.18,1.75266E+12,0.003296482,1.83E-06
midres,subhalos,1.18,1.96842E+12,0.002922546,1.73E-06
midres,subhalos,1.18,2.21074E+12,0.002608878,1.63E-06
midres,subhalos,1.18,2.48289E+12,0.002325031,1.54E-06
midres,subhalos,1.18,2.78855E+12,0.002049526,1.45E-06
midres,subhalos,1.18,3.13183E+12,0.001805809,1.36E-06
midres,subhalos,1.18,3.51737E+12,0.00158271,1.27E-06
midres,subhalos,1.18,3.95038E+12,0.001380674,1.19E-06
midres,subhalos,1.18,4.43669E+12,0.001199024,1.11E-06
midres,subhalos,1.18,4.98286E+12,0.001036936,1.03E-06
midres,subhalos,1.18,5.59628E+12,0.000896726,9.57E-07
midres,subhalos,1.18,6.2852E+12,0.00076977,8.87E-07
